timestamp,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,T2M,RH2M,WS2M
2024-12-09 07:00:00,646.1,690.72,29.53,71.63,2.88
2024-12-09 08:00:00,551.47,589.3,29.59,71.61,3.18
2024-12-09 09:00:00,372.25,431.62,29.36,72.76,3.43
2024-12-09 10:00:00,203.55,241.05,28.79,75.34,3.5
2024-12-09 11:00:00,56.7,65.07,27.83,80.35,3.16
2024-12-09 12:00:00,0.0,0.0,26.49,87.26,2.51
2024-12-09 13:00:00,0.0,0.0,25.96,88.72,2.53
2024-12-09 14:00:00,0.0,0.0,25.68,89.15,2.53
2024-12-09 15:00:00,0.0,0.0,25.45,89.45,2.5
2024-12-09 16:00:00,0.0,0.0,25.27,89.51,2.46
2024-12-09 17:00:00,0.0,0.0,25.12,89.42,2.45
2024-12-09 18:00:00,0.0,0.0,24.97,89.24,2.46
2024-12-09 19:00:00,0.0,0.0,24.84,89.13,2.48
2024-12-09 20:00:00,0.0,0.0,24.76,88.94,2.52
2024-12-09 21:00:00,0.0,0.0,24.67,88.72,2.51
2024-12-09 22:00:00,0.0,0.0,24.58,88.52,2.52
2024-12-09 23:00:00,0.0,0.0,24.49,88.41,2.6
2024-12-10 00:00:00,0.0,0.0,24.37,88.84,2.68
2024-12-10 01:00:00,55.88,65.2,24.86,88.26,3.04
2024-12-10 02:00:00,188.35,250.6,26.12,83.79,4.09
2024-12-10 03:00:00,341.98,451.3,27.14,79.44,4.54
2024-12-10 04:00:00,467.98,616.28,27.94,76.57,4.82
2024-12-10 05:00:00,534.55,718.47,28.52,74.84,4.92
2024-12-10 06:00:00,566.2,755.7,28.92,73.66,4.98
2024-12-10 07:00:00,513.4,717.6,29.1,73.21,5.04
2024-12-10 08:00:00,410.45,611.3,29.04,73.48,5.08
2024-12-10 09:00:00,298.67,448.35,28.64,75.12,4.98
2024-12-10 10:00:00,163.62,251.77,28.04,78.26,4.66
2024-12-10 11:00:00,48.92,68.55,27.22,83.5,3.92
2024-12-10 12:00:00,0.0,0.0,26.24,88.01,3.29
2024-12-10 13:00:00,0.0,0.0,25.89,88.88,3.25
2024-12-10 14:00:00,0.0,0.0,25.72,89.05,3.27
2024-12-10 15:00:00,0.0,0.0,25.67,88.68,3.48
2024-12-10 16:00:00,0.0,0.0,25.57,88.73,3.65
2024-12-10 17:00:00,0.0,0.0,25.4,89.11,3.71
2024-12-10 18:00:00,0.0,0.0,25.2,90.03,3.76
2024-12-10 19:00:00,0.0,0.0,24.91,91.44,3.66
2024-12-10 20:00:00,0.0,0.0,24.72,92.17,3.73
2024-12-10 21:00:00,0.0,0.0,24.78,91.0,4.13
2024-12-10 22:00:00,0.0,0.0,24.87,90.11,4.32
2024-12-10 23:00:00,0.0,0.0,24.93,89.47,4.45
2024-12-11 00:00:00,0.0,0.0,24.96,89.42,4.44
2024-12-11 01:00:00,25.48,54.53,25.18,89.28,4.46
2024-12-11 02:00:00,74.03,219.07,25.95,87.4,4.97
2024-12-11 03:00:00,167.6,404.95,26.74,84.24,5.52
2024-12-11 04:00:00,194.07,552.47,27.41,81.04,5.97
2024-12-11 05:00:00,187.07,638.17,27.76,79.35,6.07
2024-12-11 06:00:00,292.35,760.03,27.85,79.02,5.91
2024-12-11 07:00:00,234.32,699.5,27.81,79.32,5.67
2024-12-11 08:00:00,187.2,575.55,27.71,79.92,5.39
2024-12-11 09:00:00,135.07,400.38,27.47,81.29,5.13
2024-12-11 10:00:00,87.03,207.15,26.95,84.72,4.64
2024-12-11 11:00:00,28.67,53.83,26.32,88.82,3.97
2024-12-11 12:00:00,0.0,0.0,25.62,91.86,3.41
2024-12-11 13:00:00,0.0,0.0,25.4,92.84,3.33
2024-12-11 14:00:00,0.0,0.0,25.32,93.29,3.31
2024-12-11 15:00:00,0.0,0.0,25.31,93.47,3.58
2024-12-11 16:00:00,0.0,0.0,25.29,93.76,3.71
2024-12-11 17:00:00,0.0,0.0,25.26,94.01,3.53
2024-12-11 18:00:00,0.0,0.0,25.29,94.09,3.46
2024-12-11 19:00:00,0.0,0.0,25.29,94.22,3.46
2024-12-11 20:00:00,0.0,0.0,25.23,94.36,3.38
2024-12-11 21:00:00,0.0,0.0,25.22,94.26,3.51
2024-12-11 22:00:00,0.0,0.0,25.27,93.96,3.64
2024-12-11 23:00:00,0.0,0.0,25.35,93.63,3.68
2024-12-12 00:00:00,0.0,0.0,25.41,93.74,3.57
2024-12-12 01:00:00,17.42,49.88,25.64,93.48,3.68
2024-12-12 02:00:00,43.97,200.75,26.22,92.35,4.23
2024-12-12 03:00:00,62.83,381.12,26.72,90.87,4.63
2024-12-12 04:00:00,91.97,538.12,27.12,88.95,5.06
2024-12-12 05:00:00,120.25,640.42,27.42,87.1,5.32
2024-12-12 06:00:00,105.6,664.35,27.54,86.0,5.3
2024-12-12 07:00:00,309.38,616.83,27.64,85.15,5.34
2024-12-12 08:00:00,236.65,519.55,27.59,85.04,5.33
2024-12-12 09:00:00,169.55,369.05,27.35,85.92,5.08
2024-12-12 10:00:00,97.03,199.85,26.98,87.51,4.71
2024-12-12 11:00:00,26.12,55.17,26.43,89.65,4.24
2024-12-12 12:00:00,0.0,0.0,25.83,91.23,4.01
2024-12-12 13:00:00,0.0,0.0,25.55,91.43,4.14
2024-12-12 14:00:00,0.0,0.0,25.34,91.64,4.08
2024-12-12 15:00:00,0.0,0.0,25.24,91.56,4.23
2024-12-12 16:00:00,0.0,0.0,25.17,91.62,4.33
2024-12-12 17:00:00,0.0,0.0,25.09,91.54,4.31
2024-12-12 18:00:00,0.0,0.0,24.99,91.28,4.1
2024-12-12 19:00:00,0.0,0.0,24.86,91.22,3.88
2024-12-12 20:00:00,0.0,0.0,24.74,91.09,3.71
2024-12-12 21:00:00,0.0,0.0,24.6,90.54,3.62
2024-12-12 22:00:00,0.0,0.0,24.47,89.82,3.46
2024-12-12 23:00:00,0.0,0.0,24.35,89.54,3.19
2024-12-13 00:00:00,0.0,0.0,24.25,89.32,2.99
2024-12-13 01:00:00,39.2,52.15,24.61,88.21,3.23
2024-12-13 02:00:00,133.95,218.23,25.52,84.88,4.17
2024-12-13 03:00:00,237.5,407.27,26.17,82.34,4.67
2024-12-13 04:00:00,380.48,568.8,26.86,79.15,4.98
2024-12-13 05:00:00,523.05,678.92,27.35,76.69,5.04
2024-12-13 06:00:00,617.95,722.15,27.62,75.68,4.99
2024-12-13 07:00:00,536.05,680.4,27.74,75.12,4.99
2024-12-13 08:00:00,468.98,571.47,27.64,75.19,5.02
2024-12-13 09:00:00,364.75,412.65,27.3,76.06,4.94
2024-12-13 10:00:00,196.25,227.55,26.67,78.65,4.67
2024-12-13 11:00:00,55.1,63.28,25.86,82.91,4.21
2024-12-13 12:00:00,0.0,0.0,24.99,86.23,3.74
2024-12-13 13:00:00,0.0,0.0,24.6,87.33,3.59
2024-12-13 14:00:00,0.0,0.0,24.3,88.06,3.33
2024-12-13 15:00:00,0.0,0.0,24.11,88.07,3.17
2024-12-13 16:00:00,0.0,0.0,24.02,87.94,3.12
2024-12-13 17:00:00,0.0,0.0,23.89,87.9,3.09
2024-12-13 18:00:00,0.0,0.0,23.73,88.11,3.0
2024-12-13 19:00:00,0.0,0.0,23.58,88.36,2.92
2024-12-13 20:00:00,0.0,0.0,23.46,88.55,2.91
2024-12-13 21:00:00,0.0,0.0,23.39,88.51,3.0
2024-12-13 22:00:00,0.0,0.0,23.31,88.33,3.16
2024-12-13 23:00:00,0.0,0.0,23.21,87.96,3.25
2024-12-14 00:00:00,0.0,0.0,23.07,87.93,3.18
2024-12-14 01:00:00,58.1,58.67,23.39,86.94,3.37
2024-12-14 02:00:00,225.1,242.82,24.45,83.26,4.08
2024-12-14 03:00:00,394.27,450.9,25.44,78.83,4.56
2024-12-14 04:00:00,551.78,625.78,26.18,75.45,4.86
2024-12-14 05:00:00,637.05,738.7,26.65,74.07,4.98
2024-12-14 06:00:00,666.22,779.55,26.92,73.73,5.1
2024-12-14 07:00:00,619.85,739.35,26.97,73.67,5.2
2024-12-14 08:00:00,564.35,624.5,26.79,74.12,5.24
2024-12-14 09:00:00,378.85,459.85,26.53,74.69,5.21
2024-12-14 10:00:00,216.68,260.92,26.03,76.74,4.87
2024-12-14 11:00:00,67.12,76.85,25.3,80.77,4.15
2024-12-14 12:00:00,0.0,0.0,24.33,84.55,3.54
2024-12-14 13:00:00,0.0,0.0,24.0,85.1,3.42
2024-12-14 14:00:00,0.0,0.0,23.85,84.9,3.3
2024-12-14 15:00:00,0.0,0.0,23.69,85.01,3.14
2024-12-14 16:00:00,0.0,0.0,23.5,84.84,3.03
2024-12-14 17:00:00,0.0,0.0,23.35,84.41,2.98
2024-12-14 18:00:00,0.0,0.0,23.11,84.24,2.95
2024-12-14 19:00:00,0.0,0.0,22.8,84.27,2.92
2024-12-14 20:00:00,0.0,0.0,22.48,84.52,2.9
2024-12-14 21:00:00,0.0,0.0,22.37,84.4,2.84
2024-12-14 22:00:00,0.0,0.0,22.31,84.0,2.77
2024-12-14 23:00:00,0.0,0.0,22.22,83.72,2.76
2024-12-15 00:00:00,0.0,0.0,22.15,83.5,2.79
2024-12-15 01:00:00,47.67,51.67,22.74,82.49,2.99
2024-12-15 02:00:00,191.32,219.1,24.23,77.39,3.93
2024-12-15 03:00:00,379.23,411.98,25.14,74.41,4.54
2024-12-15 04:00:00,541.85,563.6,25.8,72.36,5.12
2024-12-15 05:00:00,642.17,664.7,26.23,71.53,5.48
2024-12-15 06:00:00,681.6,773.58,26.62,71.08,5.7
2024-12-15 07:00:00,644.45,759.2,26.81,70.84,5.87
2024-12-15 08:00:00,545.85,653.75,26.74,71.43,5.96
2024-12-15 09:00:00,419.85,486.52,26.46,72.22,5.9
2024-12-15 10:00:00,236.32,280.9,26.0,74.3,5.54
2024-12-15 11:00:00,70.5,82.65,25.16,78.72,4.74
2024-12-15 12:00:00,0.0,0.0,23.92,82.84,3.99
2024-12-15 13:00:00,0.0,0.0,23.46,83.46,3.81
2024-12-15 14:00:00,0.0,0.0,23.12,84.11,3.59
2024-12-15 15:00:00,0.0,0.0,22.8,84.8,3.39
2024-12-15 16:00:00,0.0,0.0,22.52,85.32,3.22
2024-12-15 17:00:00,0.0,0.0,22.26,85.71,3.11
2024-12-15 18:00:00,0.0,0.0,22.04,86.04,3.07
2024-12-15 19:00:00,0.0,0.0,21.84,86.25,3.08
2024-12-15 20:00:00,0.0,0.0,21.63,86.25,3.14
2024-12-15 21:00:00,0.0,0.0,21.41,86.5,3.28
2024-12-15 22:00:00,0.0,0.0,21.17,86.88,3.45
2024-12-15 23:00:00,0.0,0.0,20.93,87.31,3.57
2024-12-16 00:00:00,0.0,0.0,20.67,88.07,3.59
2024-12-16 01:00:00,54.08,68.35,21.07,86.66,3.79
2024-12-16 02:00:00,206.48,275.2,22.56,81.49,4.41
2024-12-16 03:00:00,375.83,486.3,24.21,74.93,5.14
2024-12-16 04:00:00,561.72,656.72,25.28,71.17,5.52
2024-12-16 05:00:00,682.17,766.22,25.93,69.61,5.49
2024-12-16 06:00:00,747.67,807.62,26.36,68.79,5.39
2024-12-16 07:00:00,759.97,770.8,26.6,68.41,5.36
2024-12-16 08:00:00,648.05,663.83,26.59,68.7,5.38
2024-12-16 09:00:00,457.42,497.38,26.35,69.64,5.28
2024-12-16 10:00:00,264.48,291.62,25.89,71.8,4.97
2024-12-16 11:00:00,81.88,88.38,24.96,77.57,4.12
2024-12-16 12:00:00,0.0,0.0,23.58,83.12,3.41
2024-12-16 13:00:00,0.0,0.0,23.24,84.13,3.38
2024-12-16 14:00:00,0.0,0.0,23.06,84.99,3.3
2024-12-16 15:00:00,0.0,0.0,22.92,85.84,3.28
2024-12-16 16:00:00,0.0,0.0,22.75,86.6,3.3
2024-12-16 17:00:00,0.0,0.0,22.59,87.29,3.35
2024-12-16 18:00:00,0.0,0.0,22.48,87.72,3.48
2024-12-16 19:00:00,0.0,0.0,22.38,88.2,3.65
2024-12-16 20:00:00,0.0,0.0,22.27,88.72,3.84
2024-12-16 21:00:00,0.0,0.0,22.26,88.79,4.07
2024-12-16 22:00:00,0.0,0.0,22.26,88.95,4.23
2024-12-16 23:00:00,0.0,0.0,22.21,89.3,4.3
2024-12-17 00:00:00,0.0,0.0,22.12,89.54,4.5
2024-12-17 01:00:00,18.7,48.92,22.23,88.87,5.0
2024-12-17 02:00:00,71.45,210.0,22.75,87.08,5.65
2024-12-17 03:00:00,142.18,407.23,23.45,84.73,6.08
2024-12-17 04:00:00,219.7,575.83,24.16,81.49,6.4
2024-12-17 05:00:00,354.73,688.58,24.46,79.53,6.73
2024-12-17 06:00:00,371.55,721.38,24.43,78.56,6.82
2024-12-17 07:00:00,209.65,684.88,24.25,78.44,6.73
2024-12-17 08:00:00,177.52,594.92,23.92,79.48,6.51
2024-12-17 09:00:00,142.2,448.05,23.4,81.94,6.15
2024-12-17 10:00:00,81.75,260.95,22.83,85.18,5.8
2024-12-17 11:00:00,24.15,78.65,22.16,87.64,5.6
2024-12-17 12:00:00,0.0,0.0,21.49,89.06,5.65
2024-12-17 13:00:00,0.0,0.0,21.06,89.22,5.88
2024-12-17 14:00:00,0.0,0.0,20.77,90.09,5.7
2024-12-17 15:00:00,0.0,0.0,20.56,90.5,5.75
2024-12-17 16:00:00,0.0,0.0,20.38,91.24,5.67
2024-12-17 17:00:00,0.0,0.0,20.34,91.49,5.7
2024-12-17 18:00:00,0.0,0.0,20.43,91.66,5.62
2024-12-17 19:00:00,0.0,0.0,20.52,92.21,5.28
2024-12-17 20:00:00,0.0,0.0,20.59,93.0,4.76
2024-12-17 21:00:00,0.0,0.0,20.69,93.56,4.29
2024-12-17 22:00:00,0.0,0.0,20.84,93.78,4.06
2024-12-17 23:00:00,0.0,0.0,20.9,94.48,3.86
2024-12-18 00:00:00,0.0,0.0,20.94,94.94,3.75
2024-12-18 01:00:00,24.1,62.6,21.33,94.44,3.88
2024-12-18 02:00:00,97.35,262.65,22.51,91.77,4.15
2024-12-18 03:00:00,224.12,467.35,24.09,88.84,4.08
2024-12-18 04:00:00,230.15,634.88,25.67,86.39,4.14
2024-12-18 05:00:00,140.43,744.75,26.97,83.54,4.54
2024-12-18 06:00:00,165.45,784.0,27.68,81.66,4.87
2024-12-18 07:00:00,165.18,755.08,27.86,81.3,5.19
2024-12-18 08:00:00,136.38,659.75,27.79,81.85,5.59
2024-12-18 09:00:00,108.22,503.02,27.42,83.39,5.78
2024-12-18 10:00:00,70.78,304.05,26.86,85.66,5.67
2024-12-18 11:00:00,28.83,97.82,26.12,88.85,5.01
2024-12-18 12:00:00,0.0,0.0,25.28,92.23,4.15
2024-12-18 13:00:00,0.0,0.0,24.96,93.34,4.06
2024-12-18 14:00:00,0.0,0.0,24.8,93.89,3.95
2024-12-18 15:00:00,0.0,0.0,24.69,94.19,3.86
2024-12-18 16:00:00,0.0,0.0,24.61,93.86,3.83
2024-12-18 17:00:00,0.0,0.0,24.51,93.77,3.75
2024-12-18 18:00:00,0.0,0.0,24.44,93.81,3.76
2024-12-18 19:00:00,0.0,0.0,24.36,93.84,3.71
2024-12-18 20:00:00,0.0,0.0,24.29,93.8,3.72
2024-12-18 21:00:00,0.0,0.0,24.21,94.06,3.65
2024-12-18 22:00:00,0.0,0.0,24.17,94.14,3.56
2024-12-18 23:00:00,0.0,0.0,24.16,94.25,3.57
2024-12-19 00:00:00,0.0,0.0,24.17,94.47,3.6
2024-12-19 01:00:00,27.2,63.47,24.47,94.12,3.75
2024-12-19 02:00:00,98.03,268.7,25.27,92.29,4.16
2024-12-19 03:00:00,175.82,477.42,26.19,88.89,4.52
2024-12-19 04:00:00,308.12,646.33,27.06,85.09,4.61
2024-12-19 05:00:00,336.17,757.47,27.69,82.58,4.44
2024-12-19 06:00:00,441.12,797.0,28.06,81.17,4.22
2024-12-19 07:00:00,406.85,766.42,28.19,80.58,4.02
2024-12-19 08:00:00,301.83,667.78,28.11,80.63,3.87
2024-12-19 09:00:00,246.7,509.6,27.83,81.57,3.83
2024-12-19 10:00:00,137.45,308.3,27.37,83.84,3.77
2024-12-19 11:00:00,46.03,101.47,26.66,88.07,3.41
2024-12-19 12:00:00,0.0,0.0,25.63,92.89,2.85
2024-12-19 13:00:00,0.0,0.0,25.25,94.2,2.97
2024-12-19 14:00:00,0.0,0.0,25.02,95.13,2.99
2024-12-19 15:00:00,0.0,0.0,24.84,95.83,2.74
2024-12-19 16:00:00,0.0,0.0,24.69,96.25,2.47
2024-12-19 17:00:00,0.0,0.0,24.58,96.42,2.49
2024-12-19 18:00:00,0.0,0.0,24.51,96.37,2.6
2024-12-19 19:00:00,0.0,0.0,24.46,96.26,2.66
2024-12-19 20:00:00,0.0,0.0,24.41,96.11,2.81
2024-12-19 21:00:00,0.0,0.0,24.34,95.98,3.02
2024-12-19 22:00:00,0.0,0.0,24.25,95.96,3.12
2024-12-19 23:00:00,0.0,0.0,24.14,95.99,3.09
2024-12-20 00:00:00,0.0,0.0,24.06,95.95,3.1
2024-12-20 01:00:00,34.2,59.1,24.38,95.0,3.63
2024-12-20 02:00:00,137.2,252.18,25.2,92.78,4.36
2024-12-20 03:00:00,218.52,453.58,26.27,88.45,4.8
2024-12-20 04:00:00,281.8,619.67,27.25,83.1,5.05
2024-12-20 05:00:00,303.55,729.72,28.0,79.32,5.05
2024-12-20 06:00:00,287.02,783.45,28.57,76.92,4.9
2024-12-20 07:00:00,304.65,755.5,28.98,75.24,4.66
2024-12-20 08:00:00,233.4,657.5,29.2,74.5,4.31
2024-12-20 09:00:00,235.38,499.6,29.16,74.89,3.87
2024-12-20 10:00:00,144.35,299.12,28.87,76.84,3.26
2024-12-20 11:00:00,55.03,96.32,28.15,81.85,2.37
2024-12-20 12:00:00,0.0,0.0,26.86,89.44,1.44
2024-12-20 13:00:00,0.0,0.0,26.38,90.95,1.23
2024-12-20 14:00:00,0.0,0.0,26.07,91.88,1.18
2024-12-20 15:00:00,0.0,0.0,25.75,92.44,1.32
2024-12-20 16:00:00,0.0,0.0,25.43,93.49,1.55
2024-12-20 17:00:00,0.0,0.0,25.11,94.7,1.81
2024-12-20 18:00:00,0.0,0.0,24.86,95.53,2.07
2024-12-20 19:00:00,0.0,0.0,24.66,96.01,2.22
2024-12-20 20:00:00,0.0,0.0,24.57,96.0,2.35
2024-12-20 21:00:00,0.0,0.0,24.52,95.82,2.4
2024-12-20 22:00:00,0.0,0.0,24.44,95.93,2.42
2024-12-20 23:00:00,0.0,0.0,24.4,95.99,2.45
2024-12-21 00:00:00,0.0,0.0,24.42,96.01,2.51
2024-12-21 01:00:00,43.0,63.78,24.9,94.79,3.07
2024-12-21 02:00:00,178.18,270.05,25.95,91.66,3.87
2024-12-21 03:00:00,338.52,477.83,27.11,87.18,4.22
2024-12-21 04:00:00,419.83,647.1,28.02,82.91,4.42
2024-12-21 05:00:00,538.42,758.83,28.67,80.06,4.49
2024-12-21 06:00:00,598.62,804.97,28.88,78.76,4.46
2024-12-21 07:00:00,628.88,773.3,29.06,77.77,4.33
2024-12-21 08:00:00,583.2,673.85,29.08,77.19,4.16
2024-12-21 09:00:00,457.33,514.33,28.8,77.93,4.07
2024-12-21 10:00:00,279.8,311.67,28.13,81.05,4.07
2024-12-21 11:00:00,97.95,104.35,27.19,85.67,3.9
2024-12-21 12:00:00,0.0,0.0,26.16,90.08,3.44
2024-12-21 13:00:00,0.0,0.0,25.72,91.38,3.39
2024-12-21 14:00:00,0.0,0.0,25.39,92.31,3.23
2024-12-21 15:00:00,0.0,0.0,25.09,93.08,2.94
2024-12-21 16:00:00,0.0,0.0,24.76,94.07,2.64
2024-12-21 17:00:00,0.0,0.0,24.46,94.97,2.48
2024-12-21 18:00:00,0.0,0.0,24.2,95.78,2.41
2024-12-21 19:00:00,0.0,0.0,24.0,96.35,2.37
2024-12-21 20:00:00,0.0,0.0,23.84,96.58,2.37
2024-12-21 21:00:00,0.0,0.0,23.78,96.4,2.4
2024-12-21 22:00:00,0.0,0.0,23.77,95.93,2.47
2024-12-21 23:00:00,0.0,0.0,23.75,95.69,2.55
2024-12-22 00:00:00,0.0,0.0,23.76,95.37,2.7
2024-12-22 01:00:00,52.72,56.25,24.3,93.37,3.34
2024-12-22 02:00:00,222.12,250.12,25.28,90.1,4.28
2024-12-22 03:00:00,402.95,453.85,26.23,86.29,4.89
2024-12-22 04:00:00,518.22,621.28,26.99,82.84,5.36
2024-12-22 05:00:00,645.97,731.78,27.51,80.28,5.48
2024-12-22 06:00:00,655.78,792.2,27.83,78.51,5.42
2024-12-22 07:00:00,645.97,762.03,27.95,77.47,5.24
2024-12-22 08:00:00,569.78,662.33,27.91,77.17,5.03
2024-12-22 09:00:00,443.5,502.15,27.65,77.55,4.83
2024-12-22 10:00:00,265.75,300.33,27.16,79.25,4.61
2024-12-22 11:00:00,93.22,99.0,26.26,83.7,4.07
2024-12-22 12:00:00,0.0,0.0,24.91,89.34,3.32
2024-12-22 13:00:00,0.0,0.0,24.4,90.38,3.26
2024-12-22 14:00:00,0.0,0.0,24.07,90.73,3.08
2024-12-22 15:00:00,0.0,0.0,23.69,91.45,2.78
2024-12-22 16:00:00,0.0,0.0,23.33,92.41,2.54
2024-12-22 17:00:00,0.0,0.0,22.99,93.49,2.4
2024-12-22 18:00:00,0.0,0.0,22.66,94.52,2.34
2024-12-22 19:00:00,0.0,0.0,22.35,95.61,2.34
2024-12-22 20:00:00,0.0,0.0,22.09,96.43,2.38
2024-12-22 21:00:00,0.0,0.0,21.9,97.21,2.48
2024-12-22 22:00:00,0.0,0.0,21.8,97.83,2.64
2024-12-22 23:00:00,0.0,0.0,21.77,98.3,2.8
2024-12-23 00:00:00,0.0,0.0,21.8,98.31,3.01
2024-12-23 01:00:00,36.72,36.85,22.55,95.15,3.58
2024-12-23 02:00:00,212.12,213.25,23.98,90.43,4.51
2024-12-23 03:00:00,406.6,408.6,25.66,85.51,5.01
2024-12-23 04:00:00,552.0,554.53,26.93,80.88,5.37
2024-12-23 05:00:00,667.53,670.17,27.82,77.27,5.54
2024-12-23 06:00:00,735.47,765.35,28.39,74.86,5.64
2024-12-23 07:00:00,651.72,736.12,28.66,73.72,5.73
2024-12-23 08:00:00,578.28,638.4,28.65,73.85,5.79
2024-12-23 09:00:00,385.33,481.38,28.24,75.51,5.91
2024-12-23 10:00:00,216.5,286.4,27.49,78.47,5.9
2024-12-23 11:00:00,78.5,95.47,26.4,83.87,5.35
2024-12-23 12:00:00,0.0,0.0,25.12,89.27,4.74
2024-12-23 13:00:00,0.0,0.0,24.63,91.07,4.68
2024-12-23 14:00:00,0.0,0.0,24.34,92.06,4.6
2024-12-23 15:00:00,0.0,0.0,24.11,93.05,4.57
2024-12-23 16:00:00,0.0,0.0,23.94,94.0,4.48
2024-12-23 17:00:00,0.0,0.0,23.86,94.57,4.47
2024-12-23 18:00:00,0.0,0.0,23.81,94.85,4.41
2024-12-23 19:00:00,0.0,0.0,23.76,94.91,4.34
2024-12-23 20:00:00,0.0,0.0,23.73,94.76,4.28
2024-12-23 21:00:00,0.0,0.0,23.69,94.68,4.28
2024-12-23 22:00:00,0.0,0.0,23.63,94.64,4.33
2024-12-23 23:00:00,0.0,0.0,23.59,94.57,4.54
2024-12-24 00:00:00,0.0,0.0,23.61,94.25,4.84
2024-12-24 01:00:00,19.12,51.33,23.82,93.24,5.3
2024-12-24 02:00:00,84.3,234.62,24.6,90.07,5.95
2024-12-24 03:00:00,162.9,434.95,25.45,86.83,6.4
2024-12-24 04:00:00,239.6,603.85,26.16,85.15,6.55
2024-12-24 05:00:00,198.45,719.17,26.74,84.04,6.39
2024-12-24 06:00:00,248.0,794.65,27.11,83.33,6.03
2024-12-24 07:00:00,327.3,768.3,27.36,82.76,5.51
2024-12-24 08:00:00,160.57,674.62,27.41,82.83,4.98
2024-12-24 09:00:00,120.38,518.45,27.2,83.84,4.62
2024-12-24 10:00:00,88.0,317.42,26.74,85.8,4.39
2024-12-24 11:00:00,31.45,110.32,26.03,89.07,4.02
2024-12-24 12:00:00,0.0,0.0,25.19,92.02,4.05
2024-12-24 13:00:00,0.0,0.0,24.7,93.07,4.5
2024-12-24 14:00:00,0.0,0.0,24.31,93.86,4.66
2024-12-24 15:00:00,0.0,0.0,23.99,94.14,4.57
2024-12-24 16:00:00,0.0,0.0,23.67,94.45,4.44
2024-12-24 17:00:00,0.0,0.0,23.36,94.71,4.43
2024-12-24 18:00:00,0.0,0.0,23.09,94.81,4.43
2024-12-24 19:00:00,0.0,0.0,22.87,94.9,4.43
2024-12-24 20:00:00,0.0,0.0,22.73,94.84,4.52
2024-12-24 21:00:00,0.0,0.0,22.61,95.05,4.37
2024-12-24 22:00:00,0.0,0.0,22.5,95.4,4.03
2024-12-24 23:00:00,0.0,0.0,22.4,95.85,3.65
2024-12-25 00:00:00,0.0,0.0,22.35,96.04,3.35
2024-12-25 01:00:00,22.92,57.08,22.7,94.97,3.54
2024-12-25 02:00:00,85.43,260.58,23.76,91.92,3.9
2024-12-25 03:00:00,144.27,470.25,25.22,87.99,3.91
2024-12-25 04:00:00,207.3,641.88,26.64,83.93,3.8
2024-12-25 05:00:00,270.08,755.33,27.59,80.61,3.61
2024-12-25 06:00:00,244.7,792.58,28.23,78.53,3.5
2024-12-25 07:00:00,171.6,766.85,28.52,77.46,3.45
2024-12-25 08:00:00,216.8,671.17,28.52,77.19,3.5
2024-12-25 09:00:00,160.38,514.67,28.24,77.84,3.71
2024-12-25 10:00:00,81.0,314.92,27.73,79.94,3.85
2024-12-25 11:00:00,19.58,110.82,26.88,84.87,3.54
2024-12-25 12:00:00,0.0,0.0,25.61,91.41,2.9
2024-12-25 13:00:00,0.0,0.0,25.19,93.47,3.01
2024-12-25 14:00:00,0.0,0.0,25.02,94.27,3.14
2024-12-25 15:00:00,0.0,0.0,24.87,94.57,3.27
2024-12-25 16:00:00,0.0,0.0,24.75,94.76,3.36
2024-12-25 17:00:00,0.0,0.0,24.62,94.95,3.45
2024-12-25 18:00:00,0.0,0.0,24.49,95.18,3.56
2024-12-25 19:00:00,0.0,0.0,24.37,95.45,3.54
2024-12-25 20:00:00,0.0,0.0,24.26,95.81,3.38
2024-12-25 21:00:00,0.0,0.0,24.18,96.01,3.05
2024-12-25 22:00:00,0.0,0.0,24.12,96.1,2.74
2024-12-25 23:00:00,0.0,0.0,24.1,96.06,2.52
2024-12-26 00:00:00,0.0,0.0,24.14,95.74,2.49
2024-12-26 01:00:00,32.08,51.3,24.87,93.75,3.0
2024-12-26 02:00:00,136.62,244.0,26.05,90.04,4.08
2024-12-26 03:00:00,255.48,450.88,26.93,85.89,4.86
2024-12-26 04:00:00,366.83,619.33,27.57,82.88,5.23
2024-12-26 05:00:00,481.92,730.62,28.07,80.93,5.43
2024-12-26 06:00:00,628.1,799.7,28.32,79.82,5.5
2024-12-26 07:00:00,649.8,775.28,28.4,79.12,5.42
2024-12-26 08:00:00,528.83,680.42,28.18,79.49,5.19
2024-12-26 09:00:00,371.77,522.8,27.98,79.76,5.03
2024-12-26 10:00:00,227.8,320.67,27.55,80.97,4.75
2024-12-26 11:00:00,79.47,114.15,26.82,84.64,4.11
2024-12-26 12:00:00,0.0,0.0,25.71,90.28,3.14
2024-12-26 13:00:00,0.0,0.0,25.39,91.65,3.09
2024-12-26 14:00:00,0.0,0.0,25.31,92.2,3.11
2024-12-26 15:00:00,0.0,0.0,25.2,92.59,3.03
2024-12-26 16:00:00,0.0,0.0,25.1,92.74,2.95
2024-12-26 17:00:00,0.0,0.0,24.96,92.84,2.9
2024-12-26 18:00:00,0.0,0.0,24.87,93.11,2.89
2024-12-26 19:00:00,0.0,0.0,24.76,93.38,2.89
2024-12-26 20:00:00,0.0,0.0,24.66,93.53,2.89
