date,mae_kwh,rmse_kwh,actual_total_kwh,predicted_total_kwh
2026-01-15,0.13184725344255332,0.22904964412516418,19.6321525,21.64004898071289
2026-02-15,0.10116999070818537,0.15790595306363756,24.49904,25.620437622070312
2026-03-15,0.15234808982236306,0.2407456541943762,29.809925,28.007568359375
2026-04-15,0.1247562874410363,0.1909155849626047,27.4679625,29.098350524902344
2026-05-15,0.34468347839815855,0.5797087654535376,16.809005,24.904869079589844
